page_route,page_purpose,block,control_label,control_type,what_it_does,component_package,shared_or_unique,binding_shell,viewmodel_or_hook,data_source,read_or_write,operation_name,ui_states_present,auth_required,status,notes,max_length,required,default_value,destination_page
/studio/create/character,Guided multi-step flow to draft a new AI-controlled Crestfall character.,draft progress bar,Save Draft → / Finish Draft →,button,Builds the creation payload from form state and POSTs it as a new CHARACTER creation; on success routes to /studio/my-creations/[id]/edit.,components/studio/create/character/character-creator (CharacterCreator.view.jsx),unique,CharacterCreator,useCharacterCreatorViewModel.saveDraft,fe_api_route,write,createCharacterDraft (createCreationDraft) POST /api/creations,"loading, error",yes,working,Same handler renders twice: top-right of the progress panel and bottom-right on the Review step (labelled Finish Draft there). /api/creations proxies to services-api POST /v1/studio/creations with x-crestfall-user-id.,none,none,none,Create > Studio
/studio/create/character,Guided multi-step flow to draft a new AI-controlled Crestfall character.,draft progress bar,Identity / Appearance / Body / Behavior / Review,tabs,Jumps directly to any step; visited/active state is tracked locally.,"components/studio/create/character/character-creator (CharacterCreator.view.jsx, CharacterCreator.contract.js)",unique,CharacterCreator,useCharacterCreatorViewModel,local_state,write,,none,no,working,,none,none,none,Create > Studio
/studio/create/character,Guided multi-step flow to draft a new AI-controlled Crestfall character.,editor footer,Back,button,Moves to previous step id; disabled on first step.,components/studio/create/character/character-creator (CharacterCreator.view.jsx),unique,CharacterCreator,useCharacterCreatorViewModel.goBack,local_state,write,,none,no,working,,none,none,none,Create > Studio
/studio/create/character,Guided multi-step flow to draft a new AI-controlled Crestfall character.,editor footer,Next,button,"Advances to next step id (hidden on Review step, replaced by Finish Draft).",components/studio/create/character/character-creator (CharacterCreator.view.jsx),unique,CharacterCreator,useCharacterCreatorViewModel.goNext,local_state,write,,none,no,working,,none,none,none,Create > Studio
/studio/create/character,Guided multi-step flow to draft a new AI-controlled Crestfall character.,preview panel,"Character preview (initial, name, subtitle, species, gender presentation, clothing style)",display,Renders a live-updating summary card from current form state as fields are filled in.,"components/studio/create/character/character-preview (CharacterPreview.view.jsx, useCharacterPreviewViewModel.js)",unique,CharacterCreator,useCharacterPreviewViewModel,local_state,read,,empty,no,working,"Shows fallback strings like ""Species not chosen yet."" for unset fields.",none,none,none,Create > Studio
/studio/create/character,Guided multi-step flow to draft a new AI-controlled Crestfall character.,identity step – templates,Use Template,modal-trigger,Opens the Character Template picker modal.,components/studio/create/character/IdentityStep.jsx,unique,CharacterCreator,useCharacterCreatorViewModel,none,none,,none,no,working,,none,none,none,Create > Studio
/studio/create/character,Guided multi-step flow to draft a new AI-controlled Crestfall character.,character template modal,Built-In / My Templates / Community,tabs,Switches template source tab; only Built-In renders a real grid.,"components/studio/create/character/character-template-picker (CharacterTemplateModal.view.jsx, useCharacterTemplateModalViewModel.js)",unique,CharacterTemplateModal,useCharacterTemplateModalViewModel,fixture,read,,empty,no,stubbed,"My Templates and Community tabs render a static ""Templates Soon"" placeholder regardless of any real saved/community templates – intentional coming-soon stub, no fetch attempted.",none,none,none,Create > Studio
/studio/create/character,Guided multi-step flow to draft a new AI-controlled Crestfall character.,character template modal,Search templates...,input,Client-side filters the Built-In template grid by title/category/description.,components/studio/create/character/character-template-picker,unique,CharacterTemplateModal,useCharacterTemplateModalViewModel,local_state,read,,none,no,working,,none,no,""""" (empty string, via useState(""""))",Create > Studio
/studio/create/character,Guided multi-step flow to draft a new AI-controlled Crestfall character.,character template modal,Built-in template grid / Apply Template,display,Lists built-in templates from a static fixture array; each card's Apply Template button merges template.data.fields into the creator form and closes the modal.,components/studio/create/character/character-template-picker,unique,CharacterCreator,useCharacterCreatorViewModel.applyTemplate + useCharacterTemplateModalViewModel,fixture,read,,empty,no,working,"Templates come from data/mocks/characterTemplates.js, not from any API – there is no way to browse a user's own saved character-template creations from inside this picker even though /studio/create/character-template exists to author them.",none,none,none,Create > Studio
/studio/create/character,Guided multi-step flow to draft a new AI-controlled Crestfall character.,identity step,Name,input,Sets form.name.,components/studio/create/character/IdentityStep.jsx,unique,CharacterCreator,useCharacterCreatorViewModel.updateField,local_state,write,,none,no,working,,none,no,"""""",Create > Studio
/studio/create/character,Guided multi-step flow to draft a new AI-controlled Crestfall character.,identity step,Title,input,Sets form.title.,components/studio/create/character/IdentityStep.jsx,unique,CharacterCreator,useCharacterCreatorViewModel.updateField,local_state,write,,none,no,working,,none,no,"""""",Create > Studio
/studio/create/character,Guided multi-step flow to draft a new AI-controlled Crestfall character.,identity step,Species (+ Custom Species when CUSTOM chosen),select,Sets form.species from a fixed option list; reveals a text input for custom_species when CUSTOM is chosen.,"components/studio/create/character/IdentityStep.jsx, constants/constants.js",unique,CharacterCreator,useCharacterCreatorViewModel.updateField,fixture,write,,none,no,working,,none for the species select itself; the revealed Custom Species text input is capped at 160 (CUSTOM_APPEARANCE_VALUE_MAX_LENGTH),no,"species: """" (""Not chosen""); custom_species: """"",Create > Studio
/studio/create/character,Guided multi-step flow to draft a new AI-controlled Crestfall character.,identity step,Gender Presentation (+ Custom),select,Sets form.gender_presentation; reveals custom text field when CUSTOM.,"components/studio/create/character/IdentityStep.jsx, constants/constants.js",unique,CharacterCreator,useCharacterCreatorViewModel.updateField,fixture,write,,none,no,working,,none for the gender_presentation select itself; the revealed Custom Gender Presentation text input is capped at 160 (CUSTOM_APPEARANCE_VALUE_MAX_LENGTH),no,"gender_presentation: """" (""Not chosen""); custom_gender_presentation: """"",Create > Studio
/studio/create/character,Guided multi-step flow to draft a new AI-controlled Crestfall character.,identity step,Role Archetype,modal-trigger,Opens CrestfallOptionModal grouped by Fantasy/Modern/Sci-Fi to set form.short_concept.,components/ui/CrestfallOptionModal.jsx,shared,CharacterCreator,useCharacterCreatorViewModel.updateField,fixture,write,,none,no,working,Shared CrestfallOptionModal reused by character-template builder and player-character creator.,none,none,none,Create > Studio
/studio/create/character,Guided multi-step flow to draft a new AI-controlled Crestfall character.,identity step,Character Color Palette,modal-trigger,Opens a swatch picker to set form.character_color_palette_id.,"components/studio/create/character/character-color-palette (CharacterColorPaletteModal.view.jsx, useCharacterColorPaletteModalViewModel.js)",shared,CharacterCreator,useCharacterColorPaletteModalViewModel,fixture,write,,none,no,working,Also reused by player-character creator's identity step.,none,none,none,Create > Studio
/studio/create/character,Guided multi-step flow to draft a new AI-controlled Crestfall character.,appearance step,Skin Tone,modal-trigger,Opens a swatch/option modal to set form.skin_tone.,"components/studio/create/character/skin-tone (SkinToneModal.view.jsx, useSkinToneModalViewModel.js)",shared,CharacterCreator,useSkinToneModalViewModel,fixture,write,,none,no,working,Also reused by player-character creator.,none,none,none,Create > Studio
/studio/create/character,Guided multi-step flow to draft a new AI-controlled Crestfall character.,appearance step,Eye Color,modal-trigger,Opens option modal to set form.eye_color.,"components/studio/create/character/eye-color (EyeColorModal.view.jsx, useEyeColorModalViewModel.js)",unique,CharacterCreator,useEyeColorModalViewModel,fixture,write,,none,no,working,Distinct from the HairEyesModal used on the character-template and player-character routes.,none,none,none,Create > Studio
/studio/create/character,Guided multi-step flow to draft a new AI-controlled Crestfall character.,appearance step,Hair,modal-trigger,"Opens a sectioned option modal to set hair-related field(s), plus a bounded custom-value text input inside the modal.","components/studio/create/character/hair (HairModal.view.jsx, useHairModalViewModel.js)",unique,CharacterCreator,useHairModalViewModel,fixture,write,,none,no,working,,none,none,none,Create > Studio
/studio/create/character,Guided multi-step flow to draft a new AI-controlled Crestfall character.,appearance step,Ethnic Appearance,modal-trigger,TraitModal picker setting form.visual_heritage_reference from visualHeritageReferenceOptions.,"components/studio/create/character/trait (TraitModal.view.jsx, useTraitModalViewModel.js)",shared,CharacterCreator,useTraitModalViewModel,fixture,write,,none,no,working,TraitModal is the single-select picker reused across Body/Behavior steps and the template builder.,none,none,none,Create > Studio
/studio/create/character,Guided multi-step flow to draft a new AI-controlled Crestfall character.,appearance step,Default Clothing,modal-trigger,"Opens Outfit/Wardrobe picker; loads the user's own OUTFIT creations and, on selection, writes default_clothing_mode plus default_outfit_* fields into the character form.",components/studio/create/character/default-clothing-selector + components/studio/create/wardrobe/outfit-picker,shared,CharacterCreator,useDefaultClothingSelectorViewModel + useOutfitPickerModalViewModel,fe_api_route,both,fetchOwnedCreations GET /api/creations?type=OUTFIT,"loading, error, empty",yes,working,The one appearance control that hits a real API instead of a static fixture; also used by player-character creator.,none,none,none,Create > Studio
