target,file,section_path,control_label,control_type,default_value,required,validation,saves_via,handler_name,data_source,visible_when,notes
B,components/studio/my-creations/edit/sections/character-template-fields-section/CharacterTemplateFieldsSection.view.jsx,Studio > My Creations > Edit > Character Template Fields Section > Body Defaults,Build (application-owned slot),"other (opaque application-owned control node, likely modal-trigger)","NONE, opaque to this unit",no,"UNKNOWN, outside this unit","UNKNOWN, same pattern as roleArchetypeControl; confirmed present via grep at line 96 of the Binding Shell file","UNKNOWN, not defined in this unit's files","UNKNOWN, outside this unit; view model exposes buildOptions in applicationControlProps","activeSection === ""body"", rendered only if buildControl prop is truthy","Opaque application-owned slot, see notes on roleArchetypeControl row for repeat pattern explanation."
B,components/studio/my-creations/edit/sections/character-template-fields-section/CharacterTemplateFieldsSection.view.jsx,Studio > My Creations > Edit > Character Template Fields Section > Body Defaults,Custom Body Notes,textarea,empty string default; fixture value present in body fixture,no,NONE,"onChangeBodyNotes callback, wired to updateTemplateFormField(""body_notes"", value)",onChangeBodyNotes,"data.fields.body_notes via updateTemplateFormField / updateDataField(""fields"", nextFields)","activeSection === ""body""",Placeholder text sourced from bodyNotesPlaceholder prop set in the view model.
B,components/studio/my-creations/edit/sections/character-template-fields-section/CharacterTemplateFieldsSection.view.jsx,Studio > My Creations > Edit > Character Template Fields Section > Body Defaults,Height (application-owned slot),"other (opaque application-owned control node, likely modal-trigger)","NONE, opaque to this unit",no,"UNKNOWN, outside this unit","UNKNOWN, same pattern as roleArchetypeControl; confirmed present via grep at line 86 of the Binding Shell file","UNKNOWN, not defined in this unit's files","UNKNOWN, outside this unit; view model exposes heightOptions in applicationControlProps","activeSection === ""body"", rendered only if heightControl prop is truthy","Opaque application-owned slot, see notes on roleArchetypeControl row for repeat pattern explanation."
B,components/studio/my-creations/edit/sections/character-template-fields-section/CharacterTemplateFieldsSection.view.jsx,Studio > My Creations > Edit > Character Template Fields Section > Body Defaults,Kibbe Preset (application-owned slot),"other (opaque application-owned control node, likely modal-trigger, README confirms KibbePresetModal used by Binding Shell)","NONE, opaque to this unit",no,"UNKNOWN, outside this unit","UNKNOWN, same pattern as roleArchetypeControl; confirmed present via grep at line 69 of the Binding Shell file","UNKNOWN, not defined in this unit's files","UNKNOWN, outside this unit","activeSection === ""body"", rendered only if kibbePresetControl prop is truthy","Opaque application-owned slot, see notes on roleArchetypeControl row for repeat pattern explanation."
B,components/studio/my-creations/edit/sections/character-template-fields-section/CharacterTemplateFieldsSection.view.jsx,Studio > My Creations > Edit > Character Template Fields Section > Body Defaults,Proportions (application-owned slot),"other (opaque application-owned control node, likely modal-trigger)","NONE, opaque to this unit",no,"UNKNOWN, outside this unit","UNKNOWN in view.jsx itself, but the underlying write path is traceable to the view model: updateTemplateFormField/updateTemplateFormFields special case clears hips_waist_shoulders when field is proportions, then calls updateDataField?.(""fields"", nextFields). The control node itself (proportionsControl) is rendered by the Binding Shell outside this unit, confirmed present via grep at line 106; exact event wiring to updateTemplateFormField is not visible in this unit's files.","UNKNOWN in this unit's files, likely calls updateTemplateFormField(""proportions"", value) or updateTemplateFormFields based on applicationControlProps.updateTemplateFormField exposed by the view model","data.fields.proportions (and clears data.fields.hips_waist_shoulders) via updateDataField(""fields"", nextFields)","activeSection === ""body"", rendered only if proportionsControl prop is truthy",View model normalizes legacy hips_waist_shoulders scalar into a proportions array via normalizeCharacterTemplateProportions and exposes updateTemplateFormField/updateTemplateFormFields plus proportionOptions to the Binding Shell for this control.
B,components/studio/my-creations/edit/sections/character-template-fields-section/CharacterTemplateFieldsSection.view.jsx,Studio > My Creations > Edit > Character Template Fields Section > Identity Defaults,Default Name,text,"empty string default; fixture value """" (empty in identity fixture)",no,NONE,"onChangeDefaultName callback, wired in useCharacterTemplateFieldsSectionViewModel.js to updateTemplateFormField(""name"", value)",onChangeDefaultName,"data.fields.name via updateTemplateFormField, which merges into data.fields and calls updateDataField?.(""fields"", nextFields)","activeSection === ""identity""",NONE
B,components/studio/my-creations/edit/sections/character-template-fields-section/CharacterTemplateFieldsSection.view.jsx,Studio > My Creations > Edit > Character Template Fields Section > Identity Defaults,Default Title,text,"empty string default; fixture value ""The Quiet Witness""",no,NONE,"onChangeDefaultTitle callback, wired to updateTemplateFormField(""title"", value)",onChangeDefaultTitle,"data.fields.title via updateTemplateFormField / updateDataField(""fields"", nextFields)","activeSection === ""identity""",NONE
B,components/studio/my-creations/edit/sections/character-template-fields-section/CharacterTemplateFieldsSection.view.jsx,Studio > My Creations > Edit > Character Template Fields Section > Identity Defaults,Gender Presentation,select,"empty string default; fixture value ""ANDROGYNOUS""",no,"enum, restricted to genderPresentationOptions (CHARACTER_TEMPLATE_GENDER_PRESENTATION_OPTIONS: Not chosen, FEMALE, MALE, ANDROGYNOUS, CUSTOM)","onSelectGenderPresentation callback, wired to updateTemplateFormField(""gender_presentation"", value)",onSelectGenderPresentation,"data.fields.gender_presentation via updateTemplateFormField / updateDataField(""fields"", nextFields)","activeSection === ""identity""",NONE
B,components/studio/my-creations/edit/sections/character-template-fields-section/CharacterTemplateFieldsSection.view.jsx,Studio > My Creations > Edit > Character Template Fields Section > Identity Defaults,Role Archetype (application-owned slot),"other (opaque application-owned control node, likely a modal trigger based on README)","NONE, opaque to this unit",no,"UNKNOWN, not visible in this unit's files","UNKNOWN. The view.jsx only renders {roleArchetypeControl} as an injected React node. The value model exposes roleArchetypeValue (templateFields.short_concept) and roleArchetypeOptions/roleArchetypeGroups in applicationControlProps of useCharacterTemplateFieldsSectionViewModel.js, but the actual control markup and its onChange wiring live in the Binding Shell file components/studio/my-creations/edit/sections/character-templates/CharacterTemplateFieldsSection.jsx, which is outside this unit's required file list. Grep confirms roleArchetypeControl is assigned a JSX value at line 26 of that shell file, but the file was not read in full per task scope so the exact handler chain is not traced here.","UNKNOWN, not defined in this unit's files","data.fields.short_concept is the value model source (roleArchetypeValue), but write path is owned by the Binding Shell, outside this unit","activeSection === ""identity"", rendered only if roleArchetypeControl prop is truthy","Listed in contract.js applicationOwnedControls. Per README, the Binding Shell owns the existing Crestfall role, appearance, body, personality, and trait modals; the portable View does not import those application controls. This is one repeated pattern for all applicationOwnedControls rows below: each is an opaque slot rendered with {controlName} and its implementation lives outside this unit."
B,components/studio/my-creations/edit/sections/character-template-fields-section/CharacterTemplateFieldsSection.view.jsx,Studio > My Creations > Edit > Character Template Fields Section > Identity Defaults,Species,select,"empty string default; fixture value ""HUMAN""",no,"enum, restricted to speciesOptions list (in real usage CHARACTER_TEMPLATE_SPECIES_OPTIONS from view model: Not chosen, HUMAN, BASTET, KITSUNE, LAMIA, GENIE, CONSTRUCT, DEMON, ANGEL, ELF, ALIEN, MERFOLK, CUSTOM)","onSelectSpecies callback, wired to updateTemplateFormField(""species"", value)",onSelectSpecies,"data.fields.species via updateTemplateFormField / updateDataField(""fields"", nextFields)","activeSection === ""identity""",Rendered via CrestfallSelect shared component.
B,components/studio/my-creations/edit/sections/character-template-fields-section/CharacterTemplateFieldsSection.view.jsx,Studio > My Creations > Edit > Character Template Fields Section > Template Info,Applies To,"other (ReadOnlyField, not interactive)","""New characters only"" (prop default and fixture)",no,NONE,"NOTHING CONSUMES IT, ReadOnlyField has no onChange or handler",NONE,"appliesToValue prop, hardcoded to ""New characters only"" in the view model, not read from any live field","activeSection === ""template""","Static informational value, not backed by a live data field in the view model."
